participant,trial,electrode,FRN,expectation.label,expectation,valence.label,valence,neuroticism,c.neuroticism,negative,positive,lo.neuroticism,hi.neuroticism
37,3,fz,12.29270172,unexpected,-1,negative,-1,2.05,-1.063636364,0,1,-0.35887011,-1.768402617
37,3,cz,16.6250515,unexpected,-1,negative,-1,2.05,-1.063636364,0,1,-0.35887011,-1.768402617
37,3,Fcz,18.64550972,unexpected,-1,negative,-1,2.05,-1.063636364,0,1,-0.35887011,-1.768402617
37,4,cz,32.4279747,unexpected,-1,positive,1,2.05,-1.063636364,1,0,-0.35887011,-1.768402617
37,4,fz,28.17478561,unexpected,-1,positive,1,2.05,-1.063636364,1,0,-0.35887011,-1.768402617
37,4,Fcz,33.62185287,unexpected,-1,positive,1,2.05,-1.063636364,1,0,-0.35887011,-1.768402617
38,1,fz,11.22519493,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,1,Fcz,15.40752125,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,1,cz,16.00539779,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,2,fz,20.92625809,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
38,2,cz,22.72406959,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
38,2,Fcz,24.31808281,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
38,3,cz,11.73241234,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,3,fz,9.469558713,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,3,Fcz,12.4592123,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
38,4,cz,13.98440075,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
38,4,Fcz,14.15510559,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
38,4,fz,10.77965355,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
40,1,fz,0.142472727,expected,1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,1,cz,2.820940493,expected,1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,1,Fcz,2.340540647,expected,1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,2,fz,-6.43505478,expected,1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
40,2,cz,-7.44258642,expected,1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
40,2,Fcz,-6.25936794,expected,1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
40,3,cz,5.169395447,unexpected,-1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,3,fz,0.834768113,unexpected,-1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,3,Fcz,3.754653453,unexpected,-1,negative,-1,4.15,1.036363636,0,1,1.74112989,0.331597383
40,4,fz,3.80163336,unexpected,-1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
40,4,cz,5.381019113,unexpected,-1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
40,4,Fcz,4.92470646,unexpected,-1,positive,1,4.15,1.036363636,1,0,1.74112989,0.331597383
42,1,Fcz,,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,1,cz,13.60573197,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,1,fz,24.32817269,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,2,fz,2.34968662,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
42,2,cz,,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
42,2,Fcz,,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
42,3,fz,1.649104593,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,3,cz,,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,3,Fcz,8.398510933,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
42,4,cz,11.85100651,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
42,4,Fcz,24.06187439,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
42,4,fz,0,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
47,1,fz,6.327330587,expected,1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,1,Fcz,7.438911913,expected,1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,1,cz,5.741504193,expected,1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,2,cz,13.93416595,expected,1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
47,2,Fcz,14.9410162,expected,1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
47,2,fz,12.33294773,expected,1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
47,3,Fcz,12.70158577,unexpected,-1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,3,fz,9.67997646,unexpected,-1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,3,cz,11.66823387,unexpected,-1,negative,-1,4.3,1.186363636,0,1,1.89112989,0.481597383
47,4,cz,3.824005607,unexpected,-1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
47,4,fz,2.253809693,unexpected,-1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
47,4,Fcz,4.118787287,unexpected,-1,positive,1,4.3,1.186363636,1,0,1.89112989,0.481597383
48,1,cz,9.353322027,expected,1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,1,Fcz,8.20932484,expected,1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,1,fz,4.67439842,expected,1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,2,Fcz,7.510320667,expected,1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
48,2,fz,4.077895167,expected,1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
48,2,cz,9.443924907,expected,1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
48,3,cz,8.38821888,unexpected,-1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,3,fz,4.075876233,unexpected,-1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,3,Fcz,7.331314567,unexpected,-1,negative,-1,3.3,0.186363636,0,1,0.89112989,-0.518402617
48,4,fz,14.19076061,unexpected,-1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
48,4,cz,18.57032585,unexpected,-1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
48,4,Fcz,17.69762611,unexpected,-1,positive,1,3.3,0.186363636,1,0,0.89112989,-0.518402617
50,1,Fcz,12.0903759,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,1,cz,12.43568039,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,1,fz,10.94996452,expected,1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,2,fz,11.93921375,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
50,2,Fcz,15.17591095,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
50,2,cz,16.14785003,expected,1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
50,3,fz,12.55516147,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,3,Fcz,12.37920475,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,3,cz,12.67054272,unexpected,-1,negative,-1,3,-0.113636364,0,1,0.59112989,-0.818402617
50,4,Fcz,15.52126217,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
50,4,fz,12.96162987,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
50,4,cz,16.26844978,unexpected,-1,positive,1,3,-0.113636364,1,0,0.59112989,-0.818402617
54,1,fz,8.828394887,expected,1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,1,Fcz,14.0047245,expected,1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,1,cz,17.03403473,expected,1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,2,Fcz,19.74228668,expected,1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
54,2,fz,14.32895279,expected,1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
54,2,cz,21.83621025,expected,1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
54,3,fz,9.560909273,unexpected,-1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,3,cz,15.68771553,unexpected,-1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,3,Fcz,13.92727471,unexpected,-1,negative,-1,3.05,-0.063636364,0,1,0.64112989,-0.768402617
54,4,cz,23.64097214,unexpected,-1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
54,4,fz,14.05973339,unexpected,-1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
54,4,Fcz,19.72309494,unexpected,-1,positive,1,3.05,-0.063636364,1,0,0.64112989,-0.768402617
57,1,cz,15.98027229,expected,1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,1,fz,13.05559826,expected,1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,1,Fcz,14.75546646,expected,1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,2,cz,18.34887695,expected,1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
57,2,fz,14.6735096,expected,1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
57,2,Fcz,18.42234421,expected,1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
57,3,fz,7.567498687,unexpected,-1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,3,cz,10.97460937,unexpected,-1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,3,Fcz,10.70798397,unexpected,-1,negative,-1,2.85,-0.263636364,0,1,0.44112989,-0.968402617
57,4,fz,9.78952408,unexpected,-1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
57,4,cz,12.04973221,unexpected,-1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
57,4,Fcz,12.79892063,unexpected,-1,positive,1,2.85,-0.263636364,1,0,0.44112989,-0.968402617
60,1,cz,13.69368553,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,1,fz,7.121546267,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,1,Fcz,10.81264782,expected,1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,2,cz,20.58415603,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
60,2,fz,16.64576531,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
60,2,Fcz,19.97271919,expected,1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
60,3,fz,8.385340693,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,3,cz,12.22056961,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,3,Fcz,10.26928425,unexpected,-1,negative,-1,2.4,-0.713636364,0,1,-0.00887011,-1.418402617
60,4,Fcz,14.2797308,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
60,4,fz,11.51408005,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
60,4,cz,15.76447582,unexpected,-1,positive,1,2.4,-0.713636364,1,0,-0.00887011,-1.418402617
61,1,Fcz,14.29148007,expected,1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,1,fz,8.816602707,expected,1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,1,cz,14.05435753,expected,1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,2,fz,21.50947571,expected,1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
61,2,cz,21.41666985,expected,1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
61,2,Fcz,25.2362957,expected,1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
61,3,Fcz,14.40354824,unexpected,-1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,3,fz,11.57392025,unexpected,-1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,3,cz,10.37935734,unexpected,-1,negative,-1,2.1,-1.013636364,0,1,-0.30887011,-1.718402617
61,4,Fcz,20.56942558,unexpected,-1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
61,4,fz,18.64593697,unexpected,-1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
61,4,cz,17.19110489,unexpected,-1,positive,1,2.1,-1.013636364,1,0,-0.30887011,-1.718402617
62,1,Fcz,6.719233513,expected,1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,1,fz,7.08464718,expected,1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,1,cz,5.225236893,expected,1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,2,Fcz,14.35542583,expected,1,positive,1,4.05,0.936363636,1,0,1.64112989,0.231597383
62,2,fz,13.70693588,expected,1,positive,1,4.05,0.936363636,1,0,1.64112989,0.231597383
62,2,cz,12.40968799,expected,1,positive,1,4.05,0.936363636,1,0,1.64112989,0.231597383
62,3,fz,6.203225133,unexpected,-1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,3,cz,5.481667993,unexpected,-1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,3,Fcz,7.22860432,unexpected,-1,negative,-1,4.05,0.936363636,0,1,1.64112989,0.231597383
62,4,fz,14.5554657,unexpected,-1,positive,1,4.05,0.936363636,1,0,1.64112989,0.231597383
62,4,cz,12.8015852,unexpected,-1,positive,1,4.05,0.936363636,1,0,1.64112989,0.231597383
